iter,amp,temp_eV,m0,m2
1,30961810.1861,18050.8476708,3.170899e+20,7.681050e+32
2,30973908.2324,18054.2434923,3.172676e+20,7.686630e+32
3,30968655.8957,18044.5312651,3.170599e+20,7.677952e+32
4,30980324.7857,18046.7045563,3.172138e+20,7.682496e+32
